kode,uraian,uraian_ai
000,umum;umum,"[umum, tata usaha, perlengkapan, aset, rapat, surat menyurat] -> umum"
500.16.6,pengendalian pelaksanaan penanaman modal;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> penanaman modal -> pengendalian pelaksanaan penanaman modal"
500.16.6.1,pemantauan penanaman modal;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> penanaman modal -> pengendalian pelaksanaan penanaman modal -> pemantauan penanaman modal"
500.16.6.2,data realisasi penanaman modal;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> penanaman modal -> pengendalian pelaksanaan penanaman modal -> data realisasi penanaman modal"
500.16.6.3,bimbingan sosialisasi ketentuan penanaman modal;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> penanaman modal -> pengendalian pelaksanaan penanaman modal -> bimbingan sosialisasi ketentuan penanaman modal"
500.16.6.4,fasilitasi penyelesaian masalah;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> penanaman modal -> pengendalian pelaksanaan penanaman modal -> fasilitasi penyelesaian masalah"
500.16.6.5,pengawasan penanaman modal;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> penanaman modal -> pengendalian pelaksanaan penanaman modal -> pengawasan penanaman modal"
500.16.6.6,pencabutan pembatalan perizinan penanaman modal;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> penanaman modal -> pengendalian pelaksanaan penanaman modal -> pencabutan pembatalan perizinan penanaman modal"
500.16.7,pelayanan penanaman modal;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> penanaman modal -> pelayanan penanaman modal"
500.16.7.1,pelayanan aplikasi;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> penanaman modal -> pelayanan penanaman modal -> pelayanan aplikasi"
500.16.7.2,pelayanan perijinan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> penanaman modal -> pelayanan penanaman modal -> pelayanan perijinan"
500.16.7.3,pelayanan konsultasi perijinan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> penanaman modal -> pelayanan penanaman modal -> pelayanan konsultasi perijinan"
500.16.7.4,pelayanan non perijinan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> penanaman modal -> pelayanan penanaman modal -> pelayanan non perijinan"
500.16.7.5,pelayanan fasilitas;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> penanaman modal -> pelayanan penanaman modal -> pelayanan fasilitas"
500.17,pertanahan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> pertanahan"
500.17.1,kebijakan di bidang pertanahan yang dilakukan oleh pemerintah daerah;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> pertanahan -> kebijakan di bidang pertanahan yang dilakukan oleh pemerintah daerah"
500.17.2,pengadaan dan penataan administrasi pertanahan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> pertanahan -> pengadaan dan penataan administrasi pertanahan"
500.17.2.1,fasilitasi pengadaan tanah;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> pertanahan -> pengadaan dan penataan administrasi pertanahan -> fasilitasi pengadaan tanah"
500.17.2.2,pembinaan dan pengendalian administrasi pertanahan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> pertanahan -> pengadaan dan penataan administrasi pertanahan -> pembinaan dan pengendalian administrasi pertanahan"
500.17.2.3,data dan informasi pertanahan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> pertanahan -> pengadaan dan penataan administrasi pertanahan -> data dan informasi pertanahan"
500.17.2.4,advokasi dan pengendalian;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> pertanahan -> pengadaan dan penataan administrasi pertanahan -> advokasi dan pengendalian"
500.17.3,penatagunaan dan penguatan hak atas tanah;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> pertanahan -> penatagunaan dan penguatan hak atas tanah"
500.17.3.1,penatagunaan tanah;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> pertanahan -> penatagunaan dan penguatan hak atas tanah -> penatagunaan tanah"
500.17.3.2,data dan pemetaan tematik;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> pertanahan -> penatagunaan dan penguatan hak atas tanah -> data dan pemetaan tematik"
500.17.3.3,penguatan atas tanah;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> pertanahan -> penatagunaan dan penguatan hak atas tanah -> penguatan atas tanah"
500.17.4,sengketa tanah;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> pertanahan -> sengketa tanah"
500.17.4.1,pengkajian dan penanganan sengketa;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> pertanahan -> sengketa tanah -> pengkajian dan penanganan sengketa"
500.17.4.2,advokasi dan pengendalian;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> pertanahan -> sengketa tanah -> advokasi dan pengendalian"
500.18,transmigrasi;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> transmigrasi"
500.18.1,kebijakan di bidang transmigrasi yang dilakukan oleh pemerintah daerah;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> transmigrasi -> kebijakan di bidang transmigrasi yang dilakukan oleh pemerintah daerah"
500.18.2,penyediaan tanah transmigrasi;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> transmigrasi -> penyediaan tanah transmigrasi"
500.18.2.1,fasilitasi pengadaan tanah;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> transmigrasi -> penyediaan tanah transmigrasi -> fasilitasi pengadaan tanah"
500.18.2.2,pengurusan legalitas tanah;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> transmigrasi -> penyediaan tanah transmigrasi -> pengurusan legalitas tanah"
500.18.2.3,dokumentasi pertanahan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> transmigrasi -> penyediaan tanah transmigrasi -> dokumentasi pertanahan"
500.18.2.4,advokasi pertanahan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> transmigrasi -> penyediaan tanah transmigrasi -> advokasi pertanahan"
500.18.3,pembangunan pemukiman dan infrastruktur kawasan transmigrasi;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> transmigrasi -> pembangunan pemukiman dan infrastruktur kawasan transmigrasi"
500.18.3.1,penyiapan lahan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> transmigrasi -> pembangunan pemukiman dan infrastruktur kawasan transmigrasi -> penyiapan lahan"
500.18.3.2,penyiapan sarana;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> transmigrasi -> pembangunan pemukiman dan infrastruktur kawasan transmigrasi -> penyiapan sarana"
500.18.3.3,penyiapan prasarana;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> transmigrasi -> pembangunan pemukiman dan infrastruktur kawasan transmigrasi -> penyiapan prasarana"
500.18.3.4,evaluasi kelayakan permukiman;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> transmigrasi -> pembangunan pemukiman dan infrastruktur kawasan transmigrasi -> evaluasi kelayakan permukiman"
500.18.4,fasilitasi penempatan transmigrasi;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> transmigrasi -> fasilitasi penempatan transmigrasi"
500.18.4.1,penyiapan calon transmigrasi;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> transmigrasi -> fasilitasi penempatan transmigrasi -> penyiapan calon transmigrasi"
500.18.4.2,penyiapan perpindahan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> transmigrasi -> fasilitasi penempatan transmigrasi -> penyiapan perpindahan"
500.18.4.3,pelaksanaan perpindahan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> transmigrasi -> fasilitasi penempatan transmigrasi -> pelaksanaan perpindahan"
500.18.4.4,penataan dan adaptasi;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> transmigrasi -> fasilitasi penempatan transmigrasi -> penataan dan adaptasi"
500.18.5,partisipasi masyarakat;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> transmigrasi -> partisipasi masyarakat"
500.18.5.1,promosi dan motivasi;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> transmigrasi -> partisipasi masyarakat -> promosi dan motivasi"
500.18.5.2,kerjasama kelembagaan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> transmigrasi -> partisipasi masyarakat -> kerjasama kelembagaan"
500.18.5.3,kerjasama antar daerah;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> transmigrasi -> partisipasi masyarakat -> kerjasama antar daerah"
500.18.5.4,kerjasama antar daerah;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> transmigrasi -> partisipasi masyarakat -> kerjasama antar daerah"
500.18.6,pembinaan pengembangan masyarakat dan kawasan transmigrasi;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> transmigrasi -> pembinaan pengembangan masyarakat dan kawasan transmigrasi"
500.18.6.1,perencanaan teknis pengembangan masyarakat dan kawasan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> transmigrasi -> pembinaan pengembangan masyarakat dan kawasan transmigrasi -> perencanaan teknis pengembangan masyarakat dan kawasan"
500.18.6.2,bina sistem informasi;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> transmigrasi -> pembinaan pengembangan masyarakat dan kawasan transmigrasi -> bina sistem informasi"
500.18.6.3,perencanaan pengembangan kawasan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> transmigrasi -> pembinaan pengembangan masyarakat dan kawasan transmigrasi -> perencanaan pengembangan kawasan"
500.18.6.4,perencanaan pengembangan masyarakat;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> transmigrasi -> pembinaan pengembangan masyarakat dan kawasan transmigrasi -> perencanaan pengembangan masyarakat"
500.18.6.5,perencanaan pengembangan pusat pertumbuhan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> transmigrasi -> pembinaan pengembangan masyarakat dan kawasan transmigrasi -> perencanaan pengembangan pusat pertumbuhan"
500.18.7,peningkatan kapasitas sumber daya manusia dan masyarakat;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> transmigrasi -> peningkatan kapasitas sumber daya manusia dan masyarakat"
500.18.7.1,bantuan pangan dan kesehatan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> transmigrasi -> peningkatan kapasitas sumber daya manusia dan masyarakat -> bantuan pangan dan kesehatan"
500.18.7.2,fasilitas sosial budaya;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> transmigrasi -> peningkatan kapasitas sumber daya manusia dan masyarakat -> fasilitas sosial budaya"
500.18.7.3,pengembangan kelembagaan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> transmigrasi -> peningkatan kapasitas sumber daya manusia dan masyarakat -> pengembangan kelembagaan"
500.18.7.4,bina pendampingan masyarakat transmigrasi;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> transmigrasi -> peningkatan kapasitas sumber daya manusia dan masyarakat -> bina pendampingan masyarakat transmigrasi"
500.18.8,pengembangan usaha;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> transmigrasi -> pengembangan usaha"
500.18.8.1,kewirausahaan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> transmigrasi -> pengembangan usaha -> kewirausahaan"
500.18.8.2,produksi;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> transmigrasi -> pengembangan usaha -> produksi"
500.18.8.3,pengolahan hasil dan pemasaran;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> transmigrasi -> pengembangan usaha -> pengolahan hasil dan pemasaran"
500.18.8.4,lembaga ekonomi dan permodalan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> transmigrasi -> pengembangan usaha -> lembaga ekonomi dan permodalan"
500.18.9,pengembangan sarana dan prasarana kawasan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> transmigrasi -> pengembangan sarana dan prasarana kawasan"
500.18.9.1,analisis dan standarisasi sarana dan prasarana;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> transmigrasi -> pengembangan sarana dan prasarana kawasan -> analisis dan standarisasi sarana dan prasarana"
500.18.9.2,pengembangan sarana;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> transmigrasi -> pengembangan sarana dan prasarana kawasan -> pengembangan sarana"
500.18.9.3,pengembangan prasarana;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> transmigrasi -> pengembangan sarana dan prasarana kawasan -> pengembangan prasarana"
500.18.9.4,evaluasi pengembangan sarana dan prasarana;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> transmigrasi -> pengembangan sarana dan prasarana kawasan -> evaluasi pengembangan sarana dan prasarana"
500.18.10,penyerasian lingkungan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> transmigrasi -> penyerasian lingkungan"
500.18.10.1,persiapan pengelolaan dan pemantauan lingkungan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> transmigrasi -> penyerasian lingkungan -> persiapan pengelolaan dan pemantauan lingkungan"
500.18.10.2,adaptasi dan mitigasi lingkungan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> transmigrasi -> penyerasian lingkungan -> adaptasi dan mitigasi lingkungan"
500.18.10.3,evaluasi perkembangan permukiman transmigrasi;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> transmigrasi -> penyerasian lingkungan -> evaluasi perkembangan permukiman transmigrasi"
500.18.10.4,evaluasi perkembangan pusat pertumbuhan;,"[perekonomian, pasar, industri, umkm, pertanian] -> perekonomian -> transmigrasi -> penyerasian lingkungan -> evaluasi perkembangan pusat pertumbuhan"
600,pekerjaan umum dan ketenagakerjaan;,"[pekerjaan umum, pupr, jalan, tata ruang] -> pekerjaan umum dan ketenagakerjaan"
600.1,pekerjaan umum;,"[pekerjaan umum, pupr, jalan, tata ruang] -> pekerjaan umum dan ketenagakerjaan -> pekerjaan umum"
600.1.1,kebijakan di bidang pekerjaan umum yang dilakukan oleh pemerintah daerah;,"[pekerjaan umum, pupr, jalan, tata ruang] -> pekerjaan umum dan ketenagakerjaan -> pekerjaan umum -> kebijakan di bidang pekerjaan umum yang dilakukan oleh pemerintah daerah"
600.1.2,penatagunaan sumber daya air;,"[pekerjaan umum, pupr, jalan, tata ruang] -> pekerjaan umum dan ketenagakerjaan -> pekerjaan umum -> penatagunaan sumber daya air"
600.1.2.1,perencanaan wilayah sungai;,"[pekerjaan umum, pupr, jalan, tata ruang] -> pekerjaan umum dan ketenagakerjaan -> pekerjaan umum -> penatagunaan sumber daya air -> perencanaan wilayah sungai"
600.1.2.2,kelembagaan;,"[pekerjaan umum, pupr, jalan, tata ruang] -> pekerjaan umum dan ketenagakerjaan -> pekerjaan umum -> penatagunaan sumber daya air -> kelembagaan"
600.1.2.3,pemanfaatan sumber daya air;,"[pekerjaan umum, pupr, jalan, tata ruang] -> pekerjaan umum dan ketenagakerjaan -> pekerjaan umum -> penatagunaan sumber daya air -> pemanfaatan sumber daya air"
600.1.2.4,hidrologi dan lingkungan sumber daya air;,"[pekerjaan umum, pupr, jalan, tata ruang] -> pekerjaan umum dan ketenagakerjaan -> pekerjaan umum -> penatagunaan sumber daya air -> hidrologi dan lingkungan sumber daya air"
600.1.2.5,pengaturan dan pemantauan;,"[pekerjaan umum, pupr, jalan, tata ruang] -> pekerjaan umum dan ketenagakerjaan -> pekerjaan umum -> penatagunaan sumber daya air -> pengaturan dan pemantauan"
600.1.3,pengembangan jaringan sumber daya air;,"[pekerjaan umum, pupr, jalan, tata ruang] -> pekerjaan umum dan ketenagakerjaan -> pekerjaan umum -> pengembangan jaringan sumber daya air"
600.1.3.1,perencanaan pengelolaan sumber daya air;,"[pekerjaan umum, pupr, jalan, tata ruang] -> pekerjaan umum dan ketenagakerjaan -> pekerjaan umum -> pengembangan jaringan sumber daya air -> perencanaan pengelolaan sumber daya air"
600.1.3.2,manajemen mutu;,"[pekerjaan umum, pupr, jalan, tata ruang] -> pekerjaan umum dan ketenagakerjaan -> pekerjaan umum -> pengembangan jaringan sumber daya air -> manajemen mutu"
600.1.3.3,informasi dan data sumber daya air;,"[pekerjaan umum, pupr, jalan, tata ruang] -> pekerjaan umum dan ketenagakerjaan -> pekerjaan umum -> pengembangan jaringan sumber daya air -> informasi dan data sumber daya air"
